MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow,AveHumidity,DifHumidity
11.8,26.3,0,4.8,11.2,E,33,ENE,13,1019.5,1,24.4,No,No,32,14
16.5,22.7,28.6,4.6,5.1,WNW,48,WSW,17,1009.6,7,21.1,Yes,No,80.5,25
23.2,31.1,0,7.8,9.7,SE,48,SE,31,1008.7,7,30.5,No,Yes,54.5,13
11.8,25.4,0,12.2,10.8,WNW,61,WNW,35,1006.5,4,24.6,No,No,28.5,17
21.7,28.7,12.8,6.8,4.6,ENE,52,NE,30,1009.5,7,26.4,Yes,Yes,84,14
21.2,25.3,6.8,2.8,0.1,SSE,43,SSE,26,1017.8,8,23.7,Yes,Yes,84,0
24.5,31.8,17,5.4,2.8,W,65,W,20,1003.5,8,26.2,Yes,Yes,85.5,-1
15.3,21.1,0,11.4,8.4,SW,54,S,30,1015.1,3,19.5,No,No,50.5,11
1,16.8,0,3.8,6.1,E,26,SSE,7,1019.8,6,15.7,No,Yes,51.5,25
14.1,21.1,0,5.2,7.9,S,59,S,41,1018.3,4,20.2,No,Yes,65,6
25.5,34.5,0,6.6,6.8,N,33,N,13,1002.6,7,27.7,No,Yes,70.5,-15
17.8,28.5,0,8,12.5,SSW,39,SW,20,1010.8,3,26.8,No,No,58,14
26,32.6,0.2,5.8,4,ENE,28,NNE,11,1007.5,7,29.5,No,No,76,8
10,25.5,0,4.2,9.8,ENE,37,E,11,1024.7,1,24.8,No,No,32,16
10.7,32.9,0,9.4,13.1,SE,26,WSW,13,1016,0,30.9,No,No,33.5,41
14,21.1,2.4,4.8,8.3,W,52,WNW,20,1008.7,6,19.8,Yes,No,35,18
15.5,26.6,0,3.4,11.1,NE,30,NE,17,1018.5,1,25.7,No,No,65.5,19
25.8,32.6,0,4,10.4,NE,26,N,15,1002.7,6,31.9,No,Yes,65.5,7
13.8,24.7,0,4.4,8,SW,31,WSW,17,1013.3,7,23.5,No,Yes,65,10
6.5,20.4,0,5.2,13.3,W,39,W,24,1018.9,2,19.6,No,No,66,24
7.7,17.5,17.4,7.6,10.6,WSW,52,SW,24,1023,4,15.4,Yes,No,46,26
17.1,33.9,0,13.2,9.8,E,56,NNE,20,1011.4,1,33.2,No,No,17,8
23.9,33.3,0,15.2,6.3,NE,70,ESE,26,1006.8,7,26.5,No,Yes,61.5,-13
23.1,33.5,0,6.8,10.7,NE,28,N,15,1009,3,32.5,No,No,57.5,1
19.8,36.8,0,11.4,14,NNE,33,E,9,1013.1,0,34.7,No,No,43,40
3.8,13.8,0.2,5,9.5,WSW,56,SW,30,1021.2,4,9.6,No,Yes,66,-8
17,31.1,0,4.6,7.8,SSW,43,WNW,13,1003.5,7,30.7,No,No,45,24
17.2,35.5,0,7.8,10.5,E,57,NNE,17,1011.3,2,34.6,No,No,33.5,37
20.3,31,0.2,7,10.6,SE,48,ENE,15,1015.6,3,29.3,No,No,65,-2
12.2,25.8,0,6.8,10.1,ESE,33,NE,26,1017.3,1,23.5,No,No,59.5,-1
13.4,26.9,0,4.6,9.9,NE,35,NE,15,1014.6,3,25.2,No,No,52.5,27
23.5,36.4,0,12,8.1,E,48,NE,20,1006.7,3,35.5,No,No,17,12
4.7,21.5,0,6.4,12.2,SSE,43,SE,19,1015.7,5,20.1,No,No,25.5,9
8,21.7,0,4,8.4,SE,30,SSW,9,1033.7,3,20.4,No,No,61.5,45
24.8,31.9,1.4,6.4,4.8,NNW,39,N,19,1005.4,7,29.9,Yes,No,73,8
14,26.9,0,4.4,8.9,ESE,37,ENE,31,1015.6,5,24.2,No,No,63,8
8.1,29.5,0,10.2,12.3,ESE,39,ENE,9,1016.8,0,28.1,No,No,11.5,5
27.2,32.9,0,7.6,7,W,33,W,24,1008.3,7,31.9,No,No,69,12
12.7,23.3,0,6.4,12.5,SSE,41,S,22,1022.4,1,22.5,No,No,56,14
13.4,24,0,5.8,12,NE,46,NE,31,1022.6,2,22.9,No,No,61,2
9.4,22.2,0,4.8,4.8,NNE,30,N,9,1012.8,7,17.9,No,Yes,71,-18
4.9,19.1,0.6,3.2,8.9,SSW,41,SSW,19,1020.4,2,17.4,No,No,67.5,51
4.2,13.1,0.2,1.6,4.6,SSW,35,SSW,20,1021.4,7,12.2,No,No,74,26
9,14.4,1.4,2,6.9,W,70,NW,20,1013.9,6,12.4,Yes,No,46,4
3.4,14.9,0.4,0.4,8.2,WNW,24,W,11,1021.7,5,14.5,No,Yes,79,34
18.7,25.9,0,11.6,9,NE,37,ENE,28,1015.3,7,24.3,No,No,58,-6
13.4,21.5,0,4.2,5,S,35,S,13,1020,3,19.8,No,No,55.5,19
15.3,32.4,0,8,11.5,N,54,S,30,1010.6,2,27,No,No,51.5,9
-2.1,20.6,0,3.6,9.6,WNW,56,WNW,28,1019.2,5,19,No,No,37.5,19
16.3,21.5,0,7,0,SSE,30,SSW,15,1016.1,8,19.9,No,No,71.5,9
14.7,19,0.2,6.2,12,S,46,S,31,1020.1,1,18.3,No,No,58,-6
7.2,13.5,6.6,2.6,4.9,WNW,50,NNW,17,1005.7,8,12.2,Yes,Yes,56.5,3
12.9,19.3,2.4,2.4,5.1,NW,44,SW,30,1013.3,5,17.7,Yes,No,84,12
11.6,24.5,0,6.6,11.6,WSW,50,SW,33,1017.4,1,22.4,No,No,48.5,13
4.6,12,0,1.8,8.2,NNW,50,NW,22,1010.9,6,10.4,No,No,67.5,13
18.4,32.8,0,10.8,11.9,ENE,56,ENE,20,1011.9,4,31.9,No,No,26.5,17
5.5,19.1,0,3,5.5,WNW,33,WNW,19,1017.7,6,17.7,No,No,58.5,33
13.5,18.9,6.6,10.4,8.8,SSE,41,S,24,1019.8,7,18,Yes,No,61.5,23
14.9,29.3,0,9.2,12.5,NNE,26,NE,13,1014.4,0,27.3,No,No,49,-4
14.3,18.3,38.6,2.6,10,SSW,74,SW,35,1014.4,3,17.3,Yes,No,70.5,7
19.2,26.7,2.2,1.6,6,SSE,43,SE,24,1016.7,7,23.1,Yes,Yes,66.5,11
18.5,26,0,8.8,12.1,NE,44,NE,20,1017.7,1,25.2,No,No,60,14
12.1,18.1,0.6,0.6,0,SSE,54,S,22,1012.7,7,17.3,No,No,73.5,23
14.1,34.7,0,12.8,10.4,ENE,37,E,11,1012,4,33.5,No,No,18,14
17.8,26.9,1.8,1.2,7.2,ESE,33,ESE,26,1008.3,2,25.4,Yes,Yes,82.5,31
10.8,18.9,0,5.2,6.7,NW,54,NW,30,1019.9,7,18.8,No,No,47,14
6.5,20.2,0,2,10.1,SE,20,SE,9,1026.7,0,19.9,No,No,54.5,19
17.3,22.8,0,5.2,11.9,SSE,26,SSE,15,1016.2,1,21.6,No,No,62,2
23.6,27,0,6.4,5,N,50,NW,24,1008.3,4,26.2,No,Yes,87,0
1.7,11.1,0.4,0.8,5.9,NW,30,NNW,7,1024.1,7,10.1,No,No,64,30
8.6,21.7,0,2.6,10,NNE,41,NE,28,1026.7,1,19.6,No,No,60.5,9
13.3,26.4,0,3.2,10.3,SE,43,W,15,1014.6,1,25.8,No,No,46.5,35
9.9,21.8,0.2,3.2,8.4,W,44,W,24,1020.3,3,19.4,No,No,82.5,33
16.6,40.6,0,15.8,12,W,65,SSW,33,1005.3,3,29,No,No,31.5,11
15.4,26.2,0,7,13.1,SE,41,SE,22,1008.1,1,24.5,No,No,31,-4
11.3,16.4,0,11,6.1,WSW,65,SSE,20,1021.8,7,14.7,No,No,45.5,3
8.7,26,0,4.4,11.6,SSE,31,SSE,17,1017.2,1,25.8,No,No,34.5,31
9.7,21.3,0,1.2,5.8,SSE,44,SE,24,1017.3,7,16.9,No,Yes,80.5,17
17.3,34.6,0,12,12.7,SW,61,ESE,13,1002,1,33.9,No,Yes,24.5,-1
4.7,22.1,0,4.8,10.8,SSE,41,ESE,26,1028.4,5,21,No,No,43,28
0.1,17.7,0,2.4,10.5,W,28,E,2,1014.8,1,16.8,No,No,60.5,33
19.6,38.8,0,16.8,12.8,SE,50,S,24,1011,0,37.3,No,No,34.5,33
0.4,14.8,2.6,3.4,8.7,WSW,33,WSW,24,1019.8,6,13.6,Yes,No,60,28
3.8,15.1,0.2,4,9.3,SE,35,SSE,15,1027.1,7,14.2,No,No,62,30
24.2,29.7,58.6,4.8,1.6,E,69,E,30,999.9,8,27,Yes,Yes,92,0
14.2,16.7,9.6,1.8,0,SW,33,S,20,1015.6,8,16.5,Yes,No,87.5,23
8.4,22.5,0,3.2,9.8,W,19,ENE,11,1022.3,1,19.3,No,No,56,8
-2.2,15.7,0,2,8.8,SW,28,W,11,1024.7,7,15.2,No,No,61,32
9.3,15.7,0,2.8,0.8,NNW,48,NNW,19,1016.8,8,15,No,Yes,52,-12
20.6,26.9,0,6.8,6,SSW,35,WSW,22,1007.9,7,24.5,No,No,74,-8
11.4,19.3,0,5.2,11.5,S,52,SSW,30,1018.6,5,17.7,No,No,50.5,17
0.3,25.4,0,3.6,11.2,ENE,26,ENE,13,1016.4,1,24.5,No,No,40.5,37
6.5,16.7,0,2.2,6.9,NW,44,NW,13,1007.6,7,16.3,No,No,47.5,21
22.3,23.9,1.4,2.4,0,E,22,SSE,6,1008.4,8,21.7,Yes,Yes,86,-12
4.3,16.1,0,5,6.4,SW,28,SE,17,1021.3,7,14.5,No,No,43.5,17
17.1,27.9,0,6.8,10,SE,37,SE,30,1013.5,7,26.2,No,No,51.5,17
2,19,0,1.4,9.7,NNW,24,NNW,13,1019.7,1,18.7,No,No,63.5,47
20.7,24.6,0,14.6,0,N,56,NE,15,1007,8,22.7,No,Yes,62.5,-21
15.5,22.9,0,5,7.8,WNW,72,W,43,1008.2,4,22,No,No,42,10
14.5,21.4,0,6,6.5,SSE,44,SSE,28,1019.5,7,19.2,No,No,56.5,1
21.4,23.1,0,4.8,0.1,E,37,ENE,15,1015.8,7,22.1,No,Yes,82.5,-7
11.5,19.3,6.8,4.6,4.3,WSW,33,SW,11,1002.7,7,16.5,Yes,Yes,75,22
11.1,22.2,0,2,9.8,S,57,S,28,1022.2,3,21.2,No,No,56,12
2.6,18.5,0,3.8,8,SE,31,S,13,1020.5,5,17.8,No,No,38.5,23
27.2,39.9,0,16,12.2,SE,46,ESE,26,1014,5,38.3,No,No,31,20
13.3,25.6,0,2.6,8.2,N,31,SE,20,1020.8,2,25,No,No,60.5,9
13.2,26.9,0,4.8,10.3,NE,33,ENE,26,1014.7,1,24.4,No,No,65.5,5
9.3,22.4,0,6.6,3.7,SSE,33,S,15,1015.3,7,20.6,No,No,59.5,17
0.2,12.1,0,2.8,9.6,SSW,31,SW,11,1024.1,1,11.6,No,No,62.5,33
23.3,29.4,0.4,10.2,5,SW,59,SW,20,1011.5,6,26.8,No,No,58,10
-2.4,12.9,0.2,0.4,8.3,ENE,28,ENE,15,1024.3,0,12.7,No,No,69.5,43
14.1,22.8,0,7,3.6,N,61,WNW,20,1011.4,8,17.6,No,Yes,80.5,-35
18,31.2,0,9.6,11.2,N,30,NW,19,1010.7,1,28.9,No,No,33.5,-7
11.5,24.8,0,2.2,9.5,N,33,N,15,1009.7,7,23.2,No,No,62,2
7.7,14,0,2.2,3.9,N,43,N,20,1020.1,1,13.4,No,Yes,68.5,21
8.4,13,8.8,0.6,1.3,W,59,W,30,1001.1,7,11.1,Yes,Yes,82,16
17.9,29.4,0,3.2,8.1,NNW,33,N,19,1013.4,7,26.6,No,No,60.5,9
5.8,17.9,0,3.6,9.4,WNW,31,W,19,1026.9,3,17.3,No,No,72.5,33
25.5,30.3,2.4,5.4,8.7,NNW,48,ENE,30,1013.1,4,29.3,Yes,No,76.5,5
13.8,17.4,0.6,5.4,8,SE,54,SE,28,1019.1,4,16.5,No,Yes,60.5,7
14.2,21.1,0,2.6,1.4,SE,24,SE,17,1013.2,7,20.2,No,No,70.5,23
25.7,35,0,8,12.1,ENE,41,NE,28,1006.5,5,34.3,No,No,56.5,25
20.9,34.4,0,9.6,11.2,ESE,50,NNE,15,1002.7,1,31.1,No,Yes,49.5,-7
8.1,29.2,0,6.2,12.1,E,35,NNW,11,1018.4,1,28.7,No,No,52.5,49
19.6,35.2,0,12.4,11.2,SSW,52,ESE,4,1015.6,0,33.8,No,No,22,14
24.8,31,13.2,3.4,8.3,E,33,E,19,1009,3,30.5,Yes,No,73,10
20.8,24.8,0,8.4,6.3,SSE,48,SE,24,1018.9,4,23.8,No,No,60.5,5
10.2,17.5,10,4.4,5.1,SE,37,SE,17,1020,6,16.4,Yes,No,50,24
19.6,29.6,11.6,7.2,9.3,ENE,37,ENE,28,1011.8,3,28,Yes,No,52.5,31
8.7,21.6,0,2.8,6.5,ESE,28,SE,11,1024,7,19.8,No,No,53.5,3
5.1,19.8,0,2.2,9.2,ENE,50,E,31,1025.4,1,19.4,No,No,56.5,25
24.1,32.6,0,7.6,9.8,WNW,46,WNW,35,1009.5,1,31.3,No,Yes,64,8
14.5,20.3,2.6,3,9.2,SW,39,SW,19,1017.9,4,18.5,Yes,No,64,12
20,32,0,16.2,5.4,SSW,35,SW,17,1010.6,7,31,No,Yes,45,16
13.4,19,0,4,6.4,ENE,50,ENE,19,1021.7,7,16.8,No,No,61,2
1.9,10.8,0,0.4,4.7,NNE,46,NNW,22,1019.5,7,9.4,No,No,72,12
25.5,33,0,5.2,10.1,NW,39,NW,26,1008.9,2,32,No,No,67.5,11
7.6,21,0,1.8,9.5,W,26,W,9,1013.2,8,20.2,No,No,70,38
15.7,23.9,2.4,2.2,3.2,SSE,31,S,19,1014.8,7,23.9,Yes,No,75.5,39
16.3,25.7,6.2,3,5.7,ESE,35,ENE,22,1015.3,4,25.1,Yes,No,69,36
14.1,34.2,0,8.6,11,SW,31,WSW,15,1015.8,0,31.3,No,No,26,12
10.9,17,2.2,1.8,9.3,WSW,33,WSW,20,1021.3,7,15.2,Yes,No,56.5,7
13.9,25.7,0,6.2,4.8,SSW,28,SSW,11,1015.4,7,25.6,No,No,66,30
14.9,24.1,0,5.6,11.7,ENE,33,NE,20,1022,2,23.3,No,No,62,8
17.4,32.6,0,8.4,6.4,SW,70,N,11,1009.1,5,31.4,No,Yes,46.5,29
18.7,40.3,0,12,12.5,E,50,NE,15,1005.9,3,38.5,No,No,28.5,19
3.9,18.8,0,1.8,6.9,S,35,SSE,17,1015.3,7,17.2,No,No,48.5,23
18.7,29,0,7,13.6,NE,37,NE,28,1014.2,1,28.1,No,No,64.5,5
21.4,29.5,0.8,4.2,5.8,NNE,28,ENE,13,1008.8,6,25.3,No,Yes,78,0
23.6,31,0.2,5,10.6,NE,26,NE,15,1007.2,5,30.2,No,No,72,4
18.9,23.6,0,6.8,1.6,SW,48,SSW,19,1013.9,8,20.1,No,Yes,83.5,-17
18.9,40.3,0,12.8,13.1,SE,37,SSE,22,1010.3,1,39.3,No,No,16.5,21
7.5,17.7,0,2.6,5.9,WSW,37,SW,19,1018.6,6,16.5,No,No,71,46
15.4,21.5,1,5.4,2.1,SE,35,SE,26,1019.8,6,19.7,No,No,63.5,3
8.7,24.1,0,5.4,9.2,NNE,30,ENE,9,1013.1,3,23.2,No,No,45,16
23.3,28.5,88.6,9.4,0.2,NNW,52,W,26,1004.6,8,25.3,Yes,Yes,94.5,-1
11.9,23.7,18.6,1.8,10,WSW,19,S,6,1014.6,2,23.2,Yes,No,60,40
0.1,13.4,0.2,1.2,5.7,NW,15,NNW,2,1035.6,0,13.1,No,No,79.5,37
5,27,0,5.6,11.2,ENE,31,NE,11,1021.8,0,26.3,No,No,22.5,23
14.6,20.7,0.2,3.6,3.4,S,39,S,13,1019,7,18.8,No,Yes,65.5,-1
17,22.9,0,2.4,8.2,SSE,33,SE,19,1020.5,7,20.3,No,No,74.5,-7
17.3,22.5,1.6,5,10.4,SSE,46,SE,22,1012.4,1,21.7,Yes,No,64.5,19
3.2,15.3,0,0.8,8.9,WSW,24,NW,7,1020,5,14.8,No,No,62,36
15.1,33.7,0,9.6,12.3,ESE,33,E,13,1019.4,0,31.8,No,No,35.5,25
12.8,16.8,11,1.6,0.9,WNW,91,NW,13,1002.5,8,14.3,Yes,Yes,88.5,-5
14.3,28.1,0,6.2,7.8,E,31,ENE,11,1007.1,3,26.5,No,No,37,20
16,34.4,0,12,11.8,SSW,50,WNW,22,1013.8,4,33.2,No,No,17,14
5.1,13,0,0.6,0.7,N,37,WNW,13,1022.8,7,11.5,No,No,70.5,17
3.6,24.1,0,2.4,8.1,WSW,81,NNW,28,1003,7,22.8,No,Yes,36.5,29
15,31.4,0,6,9.8,N,41,S,9,1009.9,3,29.9,No,No,48,16
8.9,18.5,0.6,4,12.5,SSW,41,S,26,1018.4,1,18,No,No,45.5,1
13,29.5,0,3,12.6,E,33,SSE,7,1015.9,0,28.3,No,No,52.5,53
11.1,16.6,3.4,1.2,0.6,NW,26,SW,7,1012.5,7,14,Yes,Yes,93,-2
5.6,15,0.2,2,7.7,SSE,30,S,20,1022.8,3,14.8,No,No,68,26
21.2,26.9,0,7.2,10.1,SW,37,S,17,1014,1,25,No,No,71.5,-11
12.4,19.1,0.4,2.4,2.7,SSE,28,SW,6,1025.8,7,18,No,No,76,30
8.9,12.4,20.8,2.8,0,SSE,41,WNW,11,1001.5,8,9.9,Yes,Yes,95.5,1
21.2,38.8,0,7.6,10.3,ENE,37,E,24,1010,4,37.4,No,No,64,52
11.1,23.4,0,4.4,13.1,SW,35,SW,19,1017.4,1,22.8,No,No,52.5,17
18.8,26.7,0.2,3.2,8.4,SSW,31,S,26,1019.3,5,24.5,No,No,55.5,15
2.8,17.1,0,6,10.6,ESE,44,ESE,26,1023.6,6,16.6,No,No,36,16
12,23.8,0,10.4,12.4,NW,44,WNW,30,1007.2,1,22.9,No,No,44,20
12.9,26.5,0,3,9,NNE,37,NNE,28,1023,1,24.3,No,No,64.5,3
11.8,16,0,5.2,1,SSW,41,SW,17,1011,7,10.9,No,Yes,81,-36
8.7,17.7,0,13,9.7,WSW,63,W,31,1011.4,5,16.3,No,No,31,14
21.2,36.2,0,14.8,12.1,SSE,46,SE,24,1004.6,1,35.3,No,No,21,8
7.4,18.8,0.2,3.6,9.4,NNW,44,NNE,19,1020.4,1,17.1,No,No,42.5,29
8.8,24.1,0,5.2,10.5,SE,43,S,19,1021.5,2,23.4,No,No,46,34
24.8,33.2,0,7.2,12,NNW,30,NNW,17,1005.9,3,31.9,No,No,68.5,11
9.1,24.3,0,5.6,11.9,S,31,S,13,1015.2,2,22.5,No,No,54,38
11.7,16.4,1.8,3.4,9.3,W,93,WSW,44,1004,3,15.7,Yes,No,28,0
13.5,29.3,0,8,12.7,ENE,30,SW,9,1012,3,28.5,No,No,50.5,21
23.4,28.6,79.2,1.4,0.5,S,37,E,13,1006.2,8,28.3,Yes,Yes,85,22
20.4,27.5,0.6,7.2,11.2,S,41,SSE,20,1013.9,2,26.6,No,No,70.5,9
9.7,20.1,5,2.4,8.7,SW,39,SW,22,1014,6,19.5,Yes,Yes,59.5,15
15.1,24.3,0,7,0.4,SE,39,SE,17,1017.1,7,19.7,No,No,74.5,-11
14,18.4,0.4,2.2,2.2,NW,76,WNW,39,1002.4,7,17,No,Yes,68,-10
12.3,27.1,1.4,4.4,12.9,W,43,WNW,15,1004.5,1,25.3,Yes,No,48.5,43
8,15.2,1,5,8.2,W,59,W,37,1013.2,2,13.9,No,No,60.5,11
7.6,20.4,8.4,3,6.5,S,39,SSW,7,1017.2,5,19.7,Yes,No,49.5,17
7.9,17.7,0,4.6,7.8,NW,57,NNW,26,1009.3,6,16.8,No,No,59.5,23
16,32,0,7.4,10.4,NE,37,ENE,11,1017.8,1,31.6,No,No,30,18
18.9,24.4,0.2,5.4,7.8,ESE,35,SE,22,1011.6,3,23.4,No,No,62,20
7.7,25.4,0,2.4,7.3,N,35,NNW,15,1015.9,7,24,No,Yes,46.5,37
17.6,27.2,0,9.4,4.5,NNW,24,SSW,11,1018.8,7,24.4,No,Yes,55.5,-7
11.5,20.9,0,6.8,13,SSE,46,SSE,28,1017.9,0,20.1,No,No,51.5,7
16.6,23.3,0,7,7.5,S,48,SSW,20,1015.5,3,21.7,No,No,59.5,29
18.5,23.3,25.4,4.6,0.8,E,59,ESE,26,1018,7,20.8,Yes,Yes,95.5,1
5.6,14.6,0,0.4,3.7,NNW,41,WNW,20,1020.1,6,13.3,No,No,75,38
2.1,13.1,0.4,5.4,2.6,ESE,19,S,6,1028.9,6,12.5,No,No,79.5,33
14.2,18.9,1.4,7.4,9.3,SSW,46,SW,24,1018.2,2,18,Yes,No,58.5,-7
2.2,20.8,0,3,10,ENE,35,NNE,17,1023.2,0,20.3,No,No,43.5,43
18.7,28.4,0,4.4,8.2,ESE,43,ESE,22,1008.6,4,26.9,No,No,53,20
8.1,27,0,8,13.6,E,44,ENE,13,1014,1,25.1,No,No,38,18
2.5,13.3,0.4,1.2,7.8,SSW,39,S,20,1024.3,6,13,No,No,61.5,45
12.6,24.2,0.2,2,7.2,NNE,39,NNE,20,1025.1,5,22.8,No,No,59.5,23
17.2,30.3,0,7.8,7.1,E,37,E,20,1010.8,2,28.9,No,No,35,20
8.7,22.3,0,2.8,9.9,WNW,30,SSE,17,1020.8,1,21.4,No,No,63,44
23,30,0,6.4,11.6,ENE,26,NNE,11,1009.1,1,28.9,No,No,63.5,3
4.5,13.4,0.2,0.8,4.5,NNW,24,SE,7,1018.7,6,12,No,No,82,16
13.6,30.7,0,6.6,11.7,ENE,39,E,13,1022.6,1,29.3,No,No,34,28
10.1,29.4,0,6.6,7.1,NNE,61,N,30,1007.3,1,28.9,No,No,12.5,13
10,23.8,0,5.6,11.2,ENE,37,SE,11,1025.3,0,23.6,No,No,29.5,19
5.2,17.2,0.2,4.4,9.2,SW,37,SW,22,1017.2,2,16.3,No,No,62.5,49
7.8,24.5,0,6.6,7.4,NW,54,NNW,31,1002.8,3,23.3,No,Yes,45.5,29
3.9,11.4,0,1.2,9.1,N,78,N,35,1016,5,11,No,No,58.5,27
18.1,33.5,0,13.2,13.1,NE,39,NE,13,1013.6,1,31.9,No,No,28.5,15
3.1,16.2,0,1,8.3,E,20,E,9,1017.4,6,14.3,No,Yes,64.5,15
15.3,19.9,3,5,0.7,S,33,S,19,1016,7,19.3,Yes,No,84.5,27
18,21.5,6.2,1.6,5.4,N,31,WNW,13,1013.9,5,20.9,Yes,No,85,10
18.9,22.9,11.4,4.8,0.3,SE,69,SE,24,1015.2,8,21.3,Yes,Yes,89,0
18.9,38.8,0,12,10.5,NNE,44,ENE,24,1007.6,2,38.1,No,No,12,12
1.7,14,0,0.2,7.9,WNW,39,SSW,24,1016.5,3,12.3,No,No,57.5,9
13,19.4,2,1.8,2.2,SSW,52,ESE,17,1017,6,19.3,Yes,Yes,74.5,33
20.1,32.2,0,11.4,10.8,NE,48,NNE,22,1014.7,6,30.1,No,No,48,26
25.2,31.4,0.2,7.6,11.1,ENE,41,ENE,30,1011.7,3,30.2,No,No,70.5,7
16.3,26.8,0,6,6.3,ENE,39,ESE,9,1016.1,7,24.5,No,No,66,24
13.2,18.3,0,7.2,6.7,SSW,59,SSW,30,1014.7,6,16.5,No,No,59,-12
2.7,15.4,0.2,1.8,6.5,NNE,48,N,15,1004.3,7,13.3,No,No,81.5,37
5.9,13.9,8.4,2.6,5.4,WNW,81,WNW,48,1007,7,12.6,Yes,Yes,72.5,-3
7.7,27.2,0,5,11.5,N,33,NW,15,1014.1,0,25.9,No,No,48.5,61
6.6,18.9,0,5.6,10.4,E,41,E,30,1018.2,2,18.1,No,No,65,32
6.4,15.1,0,3.4,2.8,NNW,46,N,20,1002.1,6,14.9,No,No,61,36
13.8,26,0,4.6,10.2,ENE,35,NE,26,1010.4,1,25.6,No,No,63,10
11.6,24.2,3.4,1.6,4.4,N,50,NNE,31,1007.1,5,23.3,Yes,Yes,51,18
13.8,34.1,0,6.8,5.2,SSW,50,NNE,20,1008.2,5,31.2,No,No,41.5,41
12,25,0.2,7,12.3,SSW,39,SSW,15,1017.7,1,24.3,No,No,62,20
9.8,16.1,6,6.8,0.1,SE,57,ESE,28,1014,8,15,Yes,Yes,94.5,1
15.6,30.3,0,7.6,13.6,ENE,39,SSE,11,1016.1,1,28.1,No,No,41.5,11
20.9,31.7,0,4.4,11,E,35,E,22,1009,1,30.4,No,No,50.5,23
17,30.8,0,8,13.2,SW,37,SW,17,1011.6,0,30.1,No,No,54,18
22.3,33.6,0,6.4,10.7,N,41,N,24,1009.1,2,30.7,No,No,56,16
10.1,19.3,0,5.8,11.7,S,48,S,31,1021.1,6,17.5,No,No,43,-2
9.6,16.4,0,0.6,0,S,46,S,28,1022.2,7,16.3,No,Yes,79.5,3
26.7,34,0,8.4,8.6,NW,35,NW,19,1007.9,7,31.2,No,No,72,-4
16.6,31.4,0,11,10.6,WSW,56,SW,33,1006.5,3,30.1,No,No,23.5,5
15.3,30.4,0,8.2,11.6,NE,37,E,15,1016.9,6,28.3,No,No,36,24
15.5,34.6,0.2,6.8,8.5,E,43,S,17,1008.4,4,31.6,No,Yes,52,40
12.1,18.8,19.8,4,7.2,SSE,52,SE,26,1022.3,1,18,Yes,No,47,-2
12.8,13.1,8.4,4,0,SSW,22,S,17,1015.3,8,11.9,Yes,Yes,98,2
10.8,27,0,5.8,10.2,ENE,35,NE,28,1015.8,1,24.3,No,No,45.5,-29
18.2,25.2,0,3.8,9.5,ENE,33,E,22,1021.5,6,23.4,No,No,73,-8
18.5,23,2,7.8,9.7,SW,57,SSE,41,1019,1,22.1,Yes,No,54,26
23.1,29.1,78.4,3.2,0,NNE,81,NE,39,999.8,8,26.5,Yes,Yes,88.5,-9
10.5,14.2,0.8,0.8,0.9,S,24,SSE,13,1024.9,8,13.1,No,No,86,0
21.3,25,5.8,2.4,0.9,ENE,70,NNE,31,999.2,8,22.6,Yes,Yes,90,-10
8.1,28.3,0,6.6,8.8,NW,26,NW,15,1014.1,6,26.6,No,No,39,38
10.3,25.3,0,5.8,5.1,N,46,N,26,1016.9,5,24.6,No,No,36.5,37
22.7,28.9,2.8,6.2,8.8,ENE,37,ENE,26,1008.6,4,28.1,Yes,No,67,8
20.5,27,0,9.2,0.3,ENE,50,E,28,1008.5,7,24.8,No,Yes,67,0
11.6,16.4,0,1.4,0,SSW,17,SSW,4,1018.2,8,16.1,No,Yes,85,-4
3.2,18,0,7.4,12.2,SSE,48,S,15,1022.8,2,16.3,No,No,36,22
21.6,28.1,0,8,9.2,NNE,37,N,26,1011.9,3,26.9,No,No,53,0
20.3,24.6,0,7.2,3.8,WSW,30,SW,17,1014.2,7,23.9,No,No,77.5,15
21.1,37.4,0,10.8,5.8,SSW,56,WNW,13,1005.5,7,36,No,No,25.5,15
12.6,25.2,0,5.6,7.4,N,41,NNE,11,1012.3,5,23.6,No,No,58.5,25
11.5,22.2,1.2,6.4,5.9,S,35,ESE,9,1011.8,7,18.7,Yes,No,70.5,-1
11.8,17.3,0,5.6,3.4,SSW,35,SSW,20,1021.5,8,15.1,No,No,63.5,-1
9,17.3,0.8,3.2,2.5,SSW,61,S,24,1011.7,8,11.7,No,Yes,84,2
20,35,9.8,7.4,13.2,WNW,31,W,13,1003.8,1,32.7,Yes,No,46,-2
20.6,27.1,8.8,0.8,11.3,N,30,ENE,13,1005.4,2,26.4,Yes,No,73.5,17
18.9,35.1,0,8.8,3.8,WNW,46,N,15,1015.7,7,27.4,No,No,68,24
9.9,13.6,8.6,2.8,7,SSW,33,S,13,1022.1,2,13.5,Yes,No,69,36
2.7,15.7,0,0.8,8,NE,31,NE,17,1023.7,6,14.9,No,No,68,20
8.5,17.6,0,6.2,6.9,N,50,WSW,28,1020,7,16,No,No,45,14
